Lexem,Genus,Worttrennung,IPA,Silbenzahl
Fußgeherampel,f,Fuß·ge·her·am·pel,ˈfuːsɡeːɐˌʔampl̩,5
Fußgelenk,n,Fuß·ge·lenk,ˈfuːsɡəˌlɛŋk,3
Fußgänger,m,Fuß·gän·ger,ˈfuːsˌɡɛŋɐ,3
Fußgängerampel,f,Fuß·gän·ger·am·pel,ˈfuːsɡɛŋɐˌʔampl̩,5
Fußgängerbrücke,f,Fuß·gän·ger·brü·cke,ˈfuːsɡɛŋɐˌbʁʏkə,5
Fußgängerin,f,Fuß·gän·ge·rin,ˈfuːsˌɡɛŋəʁɪn,4
Fußgängerverkehr,m,Fuß·gän·ger·ver·kehr,ˈfuːsɡɛŋɐfɛɐ̯ˌkeːɐ̯,5
Fußgängerweg,m,Fuß·gän·ger·weg,ˈfuːsɡɛŋɐˌveːk,4
Fußgängerzone,f,Fuß·gän·ger·zo·ne,ˈfuːsɡɛŋɐˌt͡soːnə,5
Fußhupe,f,Fuß·hu·pe,ˈfuːsˌhuːpə,3
Fußkappe,f,Fuß·kap·pe,ˈfuːsˌkapə,3
Fußkettchen,n,Fuß·kett·chen,ˈfuːsˌkɛtçən,3
Fußknöchel,m,Fuß·knö·chel,ˈfuːsˌknœçl̩,3
Fußkreuz,n,Fuß·kreuz,ˈfuːsˌkʁɔɪ̯t͡s,2
Fußkuss,m,Fuß·kuss,ˈfuːsˌkʊs,2
Fußlage,f,Fuß·la·ge,ˈfuːsˌlaːɡə,3
Fußlappen,m,Fuß·lap·pen,ˈfuːsˌlapn̩,3
Fußmatte,f,Fuß·mat·te,ˈfuːsˌmatə,3
Fußmessstation,f,Fuß·mess·sta·ti·on,ˈfuːsmɛsʃtaˌt͡si̯oːn,5
Fußminute,f,Fuß·mi·nu·te,ˈfuːsmiˌnuːtə,4
Fußmodel,n,Fuß·mo·del,ˈfuːsˌmɔdl̩,3
Fußnagel,m,Fuß·na·gel,ˈfuːsˌnaːɡl̩,3
Fußnote,f,Fuß·no·te,ˈfuːsˌnoːtə,3
Fußnähe,f,Fuß·nä·he,ˈfuːsˌnɛːə,3
Fußpilz,m,Fuß·pilz,ˈfuːsˌpɪlt͡s,2
Fußpunkt,m,Fuß·punkt,ˈfuːsˌpʊŋkt,2
Fußsohle,f,Fuß·soh·le,ˈfuːsˌzoːlə,3
Fußsoldat,m,Fuß·sol·dat,ˈfuːszɔlˌdaːt,3
Fußspitze,f,Fuß·spit·ze,ˈfuːsˌʃpɪt͡sə,3
Fußspur,f,Fuß·spur,ˈfuːsˌʃpuːɐ̯,2
Fußstapfen,m,Fuß·stap·fen,ˈfuːsˌʃtap͡fn̩,3
Fußsteg,m,Fuß·steg,ˈfuːsˌʃteːk,2
Fußstunde,f,Fuß·stun·de,ˈfuːsˌʃtʊndə,3
Fußstütze,f,Fuß·stüt·ze,ˈfuːsˌʃtʏt͡sə,3
Fußtritt,m,Fuß·tritt,ˈfuːsˌtʁɪt,2
Fußtruppenoffizier,m,Fuß·trup·pen·of·fi·zier,ˈfuːstʁʊpn̩ʔɔfiˌt͡siːɐ̯,6
Fußverletzung,f,Fuß·ver·let·zung,ˈfuːsfɛɐ̯ˌlɛt͡sʊŋ,4
Fußvolk,n,Fuß·volk,ˈfuːsˌfɔlk,2
Fußwalmdach,n,Fuß·walm·dach,ˈfuːsˌvalmdax,3
Fußweg,m,Fuß·weg,ˈfuːsˌveːk,2
Fußwurzel,f,Fuß·wur·zel,ˈfuːsˌvʊʁt͡sl̩,3
Fußwurzelknochen,m,Fuß·wur·zel·kno·chen,ˈfuːsvʊʁt͡sl̩ˌknɔxn̩,5
Fylgja,f,Fylg·ja,ˈfʏlɡja,2
Fylke,n,Fyl·ke,ˈfʏlkə,2
Fächer,m,Fä·cher,ˈfɛçɐ,2
Fächergewölbe,n,Fä·cher·ge·wöl·be,ˈfɛçɐɡəˌvœlbə,5
Fähe,f,Fä·he,ˈfɛːə,2
Fähigkeit,f,Fä·hig·keit,ˈfɛːɪçkaɪ̯t,3
Fähnchen,n,Fähn·chen,ˈfɛːnçən,2
Fähnlein,n,Fähn·lein,ˈfɛːnlaɪ̯n,2
Fähnrich,m,Fähn·rich,ˈfɛːnʁɪç,2
Fähnrich zur See,m,Fähn·rich,ˈfɛːnʁɪç,2
Fähre,f,Fäh·re,ˈfɛːʁə,2
Fährhafen,m,Fähr·ha·fen,ˈfɛːɐ̯ˌhaːfn̩,3
Fährlichkeit,f,Fähr·lich·keit,ˈfɛːɐ̯lɪçkaɪ̯t,3
Fährmann,m,Fähr·mann,ˈfɛːɐ̯ˌman,2
Fährnis,f,Fähr·nis,ˈfɛːɐ̯nɪs,2
Fährpost,f,Fähr·post,ˈfɛːɐ̯ˌpɔst,2
Fährschiff,n,Fähr·schiff,ˈfɛːɐ̯ˌʃɪf,2
Fährte,f,Fähr·te,ˈfɛːɐ̯tə,2
Fährtensucher,m,Fähr·ten·su·cher,ˈfɛːɐ̯tn̩ˌzuːxɐ,4
Fährverbindung,f,Fähr·ver·bin·dung,ˈfɛːɐ̯fɛɐ̯ˌbɪndʊŋ,4
Fäkaldünger,m,Fä·kal·dün·ger,fɛˈkaːlˌdʏŋɐ,4
Fäkalien,,Fä·ka·li·en,fɛˈkaːli̯ən,4
Fäkaliensprache,f,Fä·ka·li·en·spra·che,fɛˈkaːli̯ənˌʃpʁaːxə,6
Fäkalsprache,f,Fä·kal·spra·che,fɛˈkaːlˌʃpʁaːxə,4
Fällen,n,Fäl·len,ˈfɛlən,2
Fälligkeit,f,Fäl·lig·keit,ˈfɛlɪçkaɪ̯t,3
Fälscher,m,Fäl·scher,ˈfɛlʃɐ,2
Fälscherin,f,Fäl·sche·rin,ˈfɛlʃəʁɪn,3
Fälschung,f,Fäl·schung,ˈfɛlʃʊŋ,2
Fältchen,n,Fält·chen,ˈfɛltçən,2
Fänger,m,Fän·ger,ˈfɛŋɐ,2
Färbemittel,n,Fär·be·mit·tel,ˈfɛʁbəˌmɪtl̩,4
Färber,m,Fär·ber,ˈfɛʁbɐ,2
Färberei,f,Fär·be·rei,fɛʁbəˈʁaɪ̯,3
Färbersorte,f,Fär·ber·sor·te,ˈfɛʁbɐˌzɔʁtə,4
Färbertraube,f,Fär·ber·trau·be,ˈfɛʁbɐˌtʁaʊ̯bə,4
Färberwaid,m,Fär·ber·waid,ˈfɛʁbɐˌvaɪ̯t,3
Färbeverfahren,n,Fär·be·ver·fah·ren,ˈfɛʁbəfɛɐ̯ˌfaːʁən,5
Färbung,f,Fär·bung,ˈfɛʁbʊŋ,2
Färinger,m,Fä·rin·ger,ˈfɛːʁɪŋɐ,3
Färse,f,Fär·se,ˈfɛʁzə,2
Färöisch,n,Fä·rö·isch,fɛˈʁøːɪʃ,3
Fäserchen,n,Fä·ser·chen,ˈfɛːzɐçən,3
Fässchen,n,Fäss·chen,ˈfɛsçən,2
Fäule,f,Fäu·le,ˈfɔɪ̯lə,2
Fäulnis,f,Fäul·nis,ˈfɔɪ̯lnɪs,2
Fäustel,m,Fäus·tel,ˈfɔɪ̯stl̩,2
Föderalismus,m,Fö·de·ra·lis·mus,fødeʁaˈlɪsmʊs,5
Föderation,f,Fö·de·ra·ti·on,fødeʁaˈt͡si̯oːn,5
Föderationssubjekt,n,Fö·de·ra·ti·ons·sub·jekt,fødeʁaˈt͡si̯oːnsˌzʊpjɛkt,7
Föhn,m,Föhn,føːn,1
Föhnwind,m,Föhn·wind,ˈføːnˌvɪnt,2
Föhre,f,Föh·re,ˈføːʁə,2
Föhrenzapfen,m,Föh·ren·zap·fen,ˈføːʁənˌt͡sap͡fn̩,4
Förde,f,För·de,ˈføːɐ̯də,2
Förderantrag,m,För·der·an·trag,ˈfœʁdɐˌʔantʁaːk,4
Förderer,m,För·de·rer,ˈfœʁdəʁɐ,3
Förderkurs,m,För·der·kurs,ˈfœʁdɐˌkʊʁs,3
Fördermittel,,NA,ˈfœʁdɐˌmɪtl̩,NA
Fördermittelzusage,f,För·der·mit·tel·zu·sa·ge,ˈfœʁdɐmɪtl̩ˌt͡suːzaːɡə,7
Förderschnecke,f,För·der·schne·cke,ˈfœʁdɐˌʃnɛkə,4
Förderschule,f,För·der·schu·le,ˈfœʁdɐʃuːlə,4
Förderschullehrer,m,För·der·schul·leh·rer,ˈfœʁdɐʃuːlˌleːʁɐ,5
Förderschüler,m,För·der·schü·ler,ˈfœʁdɐˌʃyːlɐ,4
Förderschülerin,f,För·der·schü·le·rin,ˈfœʁdɐˌʃyːləʁɪn,5
Förderstatus,m,För·der·sta·tus,ˈfœʁdɐˌʃtaːtʊs,4
Förderturm,m,För·der·turm,ˈfœʁdɐˌtʊʁm,3
Förderung,f,För·de·rung,ˈfœʁdəʁʊŋ,3
Förderunterricht,m,För·der·un·ter·richt,ˈfœʁdɐˌʔʊntɐʁɪçt,5
Förderverein,m,För·der·ver·ein,ˈfœʁdɐfɛɐ̯ˌʔaɪ̯n,4
Förderzusage,f,För·der·zu·sa·ge,ˈfœʁdɐˌt͡suːzaːɡə,5
Förster,m,Förs·ter,ˈfœʁstɐ,2
Försterin,f,Förs·te·rin,ˈfœʁstəʁɪn,3
Fötus,m,Fö·tus,ˈføːtʊs,2
Füchschen,n,Füchs·chen,ˈfʏksçən,2
Füchsin,f,Füch·sin,ˈfʏksɪn,2
Füdle,n,Füd·le,fiːdlə,2
Füdlibürger,m,Füd·li·bür·ger,,4
Fügewort,n,Fü·ge·wort,ˈfyːɡəˌvɔʁt,3
Fügteil,n,Füg·teil,ˈfyːkˌtaɪ̯l,2
Fügung,f,Fü·gung,ˈfyːɡʊŋ,2
Fügwort,n,Füg·wort,ˈfyːkˌvɔʁt,2
Fühler,m,Füh·ler,ˈfyːlɐ,2
Fühlerlehre,f,Füh·ler·leh·re,ˈfyːlɐˌleːʁə,4
Fühlung,f,Füh·lung,ˈfyːlʊŋ,2
Führender,m,Füh·ren·der,ˈfyːʁəndɐ,3
Führer,m,Füh·rer,ˈfyːʁɐ,2
Führerbefehl,m,Füh·rer·be·fehl,ˈfyːʁɐbəˌfeːl,4
Führerin,f,Füh·re·rin,ˈfyːʁəʁɪn,3
Führerkult,m,Füh·rer·kult,ˈfyːʁɐˌkʊlt,3
Führerprinzip,n,Füh·rer·prin·zip,ˈfyːʁɐpʁɪnˌtsiːp,4
Führerschein,m,Füh·rer·schein,ˈfyːʁɐˌʃaɪ̯n,3
Führerscheinkontrolle,f,Füh·rer·schein·kon·t·rol·le,ˈfyːʁɐʃaɪ̯nkɔnˌtʁɔlə,7
Führerstand,m,Füh·rer·stand,ˈfyːʁɐˌʃtant,3
Führhand,f,Führ·hand,ˈfyːɐ̯ˌhant,2
Führung,f,Füh·rung,ˈfyːʁʊŋ,2
Führungscockpit,n,Füh·rungs·cock·pit,ˈfyːʁʊŋsˌkɔkpɪt,4
Führungserfahrung,f,Füh·rungs·er·fah·rung,ˈfyːʁʊŋsʔɛɐ̯ˌfaːʁʊŋ,5
Führungskraft,f,Füh·rungs·kraft,ˈfyːʁʊŋsˌkʁaft,3
Führungsqualität,f,Füh·rungs·qua·li·tät,ˈfyːʁʊŋskvaliˌtɛːt,5
Führungsriege,f,Füh·rungs·rie·ge,ˈfyːʁʊŋsˌʁiːɡə,4
Führungsstil,m,Füh·rungs·stil,ˈfyːʁʊŋsˌʃtiːl,3
Führungstor,n,Füh·rungs·tor,ˈfyːʁʊŋsˌtoːɐ̯,3
Fülldosage,f,Füll·do·sa·ge,ˈfʏldoˌzaːʒ(ə),4
Fülle,f,Fül·le,ˈfʏlə,2
Füllen,n,Fül·len,ˈfʏlən,2
Füller,m,Fül·ler,ˈfʏlɐ,2
Füllfeder,f,Füll·fe·der,ˈfʏlˌfeːdɐ,3
Füllfederhalter,m,Füll·fe·der·hal·ter,ˈfʏlfeːdɐˌhaltɐ,5
Füllhalter,m,Füll·hal·ter,ˈfʏlˌhaltɐ,3
Füllhorn,n,Füll·horn,ˈfʏlˌhɔʁn,2
Füllsel,n,Füll·sel,ˈfʏlzl̩,2
Füllstoff,m,Füll·stoff,ˈfʏlˌʃtɔf,2
Füllung,f,Fül·lung,ˈfʏlʊŋ,2
Füllwort,n,Füll·wort,ˈfʏlˌvɔʁt,2
Fünf,f,Fünf,,1
Fünf-Cent-Münze,f,Fünf-Cent-Mün·ze,fʏnfˈsɛntˌmʏnt͡sə,4
Fünf-Cent-Stück,n,Fünf-Cent-Stück,fʏnfˈsɛntˌʃtʏk,3
Fünf-Euro-Münze,f,Fünf-Eu·ro-Mün·ze,fʏnfˈʔɔɪ̯ʁoˌmʏnt͡sə,5
Fünf-Euro-Schein,m,Fünf-Eu·ro-Schein,fʏnfˈʔɔɪ̯ʁoˌʃaɪ̯n,4
Fünf-Finger-Rabatt,m,Fünf-Fin·ger-Ra·batt,,5
Fünf-Mark-Schein,m,Fünf-Mark-Schein,fʏnfˈmaʁkˌʃaɪ̯n,3
Fünf-Minuten-Takt,m,Fünf-Mi·nu·ten-Takt,ˌfʏnfmiˈnuːtn̩ˌtakt,5
Fünf-Prozent-Hürde,f,Fünf-Pro·zent-Hür·de,,5
Fünf-Uhr-Vorstellung,f,Fünf-Uhr-Vor·stel·lung,fʏnfˈʔuːɐ̯foːɐ̯ˌʃtɛlʊŋ,5
Fünf-Uhr-Zug,m,Fünf-Uhr-Zug,fʏnfˈʔuːɐ̯ˌt͡suːk,3
Fünfbettzimmer,n,Fünf·bett·zim·mer,ˈfʏnfbɛtˌt͡sɪmɐ,4
Fünfcentmünze,f,Fünf·cent·mün·ze,fʏnfˈsɛntˌmʏnt͡sə,4
Fünfcentstück,n,Fünf·cent·stück,fʏnfˈsɛntˌʃtʏk,3
Fünfeck,n,Fünf·eck,ˈfʏnfˌʔɛk,2
Fünfer,m,Fün·fer,,2
Fünfergruppe,f,Fün·fer·grup·pe,ˈfʏnfɐˌɡʁʊpə,4
Fünferreihe,f,Fün·fer·rei·he,ˈfʏnfɐˌʁaɪ̯ə,4
Fünfersystem,n,Fün·fer·sys·tem,ˈfʏnfɐzʏsˌteːm,4
Fünfeuroschein,m,Fünf·eu·ro·schein,fʏnfˈʔɔɪ̯ʁoˌʃaɪ̯n,4
Fünffingerkraut,n,Fünf·fin·ger·kraut,fʏnfˈfɪŋɐkʁaʊ̯t,4
Fünfganggetriebe,n,Fünf·gang·ge·trie·be,ˈfʏnfɡaŋɡəˌtʁiːbə,5
Fünfhundert-Euro-Schein,m,Fünf·hun·dert-Eu·ro-Schein,fʏnfhʊndɐtˈʔɔɪ̯ʁoˌʃaɪ̯n,6
Fünfhundert-Mark-Schein,m,Fünf·hun·dert-Mark-Schein,fʏnfhʊndɐtˈmaʁkˌʃaɪ̯n,5
Fünfhunderteuroschein,m,Fünf·hun·dert·eu·ro·schein,fʏnfhʊndɐtˈʔɔɪ̯ʁoˌʃaɪ̯n,6
Fünfhundertmarkschein,m,Fünf·hun·dert·mark·schein,fʏnfhʊndɐtˈmaʁkˌʃaɪ̯n,5
Fünfhunderttausender,m,Fünf·hun·dert·tau·sen·der,ˌfʏnfhʊndɐtˈtaʊ̯zn̩dɐ,6
Fünfjahresplan,m,Fünf·jah·res·plan,fʏnfˈjaːʁəsˌplaːn,4
Fünfjahresvertrag,m,Fünf·jah·res·ver·trag,fʏnfˈjaːʁəsfɛɐ̯ˌtʁaːk,5
Fünfjährige,f,Fünf·jäh·ri·ge,ˈfʏnfˌjɛːʁɪɡə,4
Fünfjähriger,m,Fünf·jäh·ri·ger,ˈfʏnfˌjɛːʁɪɡɐ,4
Fünfkampf,m,Fünf·kampf,ˈfʏnfˌkamp͡f,2
Fünfkämpfer,m,Fünf·kämp·fer,ˈfʏnfˌkɛmp͡fɐ,3
Fünfmarkschein,m,Fünf·mark·schein,fʏnfˈmaʁkˌʃaɪ̯n,3
Fünfmarkstück,n,Fünf·mark·stück,fʏnfˈmaʁkˌʃtʏk,3
Fünfminutentakt,m,Fünf·mi·nu·ten·takt,ˌfʏnfmiˈnuːtn̩ˌtakt,5
Fünfpfünder,m,Fünf·pfün·der,ˈfʏnfˌp͡fʏndɐ,3
Fünfstern,m,Fünf·stern,ˈfʏnfˌʃtɛʁn,2
Fünfsternehotel,n,Fünf·ster·ne·ho·tel,fʏnfˈʃtɛʁnəhoˌtɛl,5
Fünftausender,m,Fünf·tau·sen·der,ˈfʏnfˌtaʊ̯zn̩dɐ,4
Fünfteiler,m,Fünf·tei·ler,ˈfʏnfˌtaɪ̯lɐ,3
Fünftel,mn,Fünf·tel,ˈfʏnftl̩,2
Fünfter,m,Fünf·ter,ˈfʏnftɐ,2
Fünftklässler,m,Fünft·kläss·ler,ˈfʏnftˌklɛslɐ,3
Fünftligist,m,Fünft·li·gist,ˈfʏnftliˌɡɪst,3
Fünfuhrvorstellung,f,Fünf·uhr·vor·stel·lung,fʏnfˈʔuːɐ̯foːɐ̯ˌʃtɛlʊŋ,5
Fünfuhrzug,m,Fünf·uhr·zug,fʏnfˈʔuːɐ̯ˌt͡suːk,3
Fünfvierteltakt,m,Fünf·vier·tel·takt,fʏnfˈfɪʁtl̩ˌtakt,4
Fünfzehn,f,Fünf·zehn,ˈfʏnftseːn,2
Fünfzehneck,n,Fünf·zehn·eck,ˈfʏnft͡seːnˌʔɛk,3
Fünfzehnpfünder,m,Fünf·zehn·pfün·der,ˈfʏnft͡seːnˌp͡fʏndɐ,4
Fünfzig-Cent-Münze,f,Fünf·zig-Cent-Mün·ze,fʏnft͡sɪçˈsɛntˌmʏnt͡sə,5
Fünfzig-Cent-Stück,n,Fünf·zig-Cent-Stück,fʏnft͡sɪçˈsɛntˌʃtʏk,4
Fünfzig-Euro-Schein,m,Fünf·zig-Eu·ro-Schein,fʏnft͡sɪçˈʔɔɪ̯ʁoˌʃaɪ̯n,5
Fünfzig-Franken-Note,f,Fünf·zig-Fran·ken-No·te,fʏnft͡sɪçˈfʁaŋkn̩ˌnoːtə,6
Fünfzig-Franken-Schein,m,Fünf·zig-Fran·ken-Schein,fʏnft͡sɪçˈfʁaŋkn̩ˌʃaɪ̯n,5
Fünfzig-Mark-Schein,m,Fünf·zig-Mark-Schein,fʏnft͡sɪçˈmaʁkˌʃaɪ̯n,4
Fünfzigcentmünze,f,Fünf·zig·cent·mün·ze,fʏnft͡sɪçˈsɛntˌmʏnt͡sə,5
Fünfzigcentstück,n,Fünf·zig·cent·stück,fʏnft͡sɪçˈsɛntˌʃtʏk,4
Fünfziger,m,Fünf·zi·ger,ˈfʏnft͡sɪɡɐ,3
Fünfzigeuroschein,m,Fünf·zig·eu·ro·schein,fʏnft͡sɪçˈʔɔɪ̯ʁoˌʃaɪ̯n,5
Fünfzigfrankennote,f,Fünf·zig·fran·ken·no·te,fʏnft͡sɪçˈfʁaŋkn̩ˌnoːtə,6
Fünfzigfrankenschein,m,Fünf·zig·fran·ken·schein,fʏnft͡sɪçˈfʁaŋkn̩ˌʃaɪ̯n,5
Fünfzigmarkschein,m,Fünf·zig·mark·schein,fʏnft͡sɪçˈmaʁkˌʃaɪ̯n,4
Fünfzylinder,m,Fünf·zy·lin·der,ˈfʏnft͡siˌlɪndɐ,4
Fünfzylindermotor,m,Fünf·zy·lin·der·mo·tor,ˈfʏnft͡siˌlɪndɐˌmoːtoːɐ̯,6
Fünte,f,Fün·te,ˈfʏntə,2
Für,n,Für,fyːɐ̯,1
Fürbitte,f,Für·bit·te,ˈfyːɐ̯ˌbɪtə,3
Fürsorge,f,Für·sor·ge,ˈfyːɐ̯ˌzɔʁɡə,3
Fürsorgeeinrichtung,f,Für·sor·ge·ein·rich·tung,ˈfyːɐ̯zɔʁɡəˌʔaɪ̯nʁɪçtʊŋ,6
Fürsorgeleistung,f,Für·sor·ge·leis·tung,ˈfyːɐ̯zɔʁɡəˌlaɪ̯stʊŋ,5
Fürsorgepflicht,f,Für·sor·ge·pflicht,ˈfyːɐ̯zɔʁɡəˌp͡flɪçt,4
Fürsorglichkeit,f,Für·sorg·lich·keit,ˈfyːɐ̯ˌzɔʁklɪçˌkaɪ̯t,4
Fürsprecher,m,Für·spre·cher,ˈfyːɐ̯ˌʃpʁɛçɐ,3
Fürsprecherin,f,Für·spre·che·rin,ˈfyːɐ̯ˌʃpʁɛçəʁɪn,4
Fürst,m,Fürst,fʏʁst,1
Fürst-Pless-Horn,n,Fürst-Pless-Horn,fʏʁstˈplɛsˌhɔʁn,3
Fürstbischof,m,Fürst·bi·schof,ˌfʏʁstˈbɪʃɔf,3
Fürstchen,n,Fürst·chen,ˈfʏʁstçən,2
Fürstengrab,n,Fürs·ten·grab,ˈfʏʁstn̩ˌɡʁaːp,3
Fürstenspiegel,m,Fürs·ten·spie·gel,ˈfʏʁstn̩ˌʃpiːɡl̩,4
Fürstentum,n,Fürs·ten·tum,ˈfʏʁstn̩ˌtuːm,3
Fürstin,f,Fürs·tin,ˈfʏʁstɪn,2
Fürtherin,f,Für·the·rin,ˈfʏʁtəʁɪn,3
Fürtrag,m,Für·trag,,2
Fürtuch,n,Für·tuch,ˈfyːɐ̯ˌtuːx,2
Fürwahrhalten,n,Für·wahr·hal·ten,fyːɐ̯ˈvaːɐ̯ˌhaltn̩,4
Fürwort,n,Für·wort,ˈfyːɐ̯ˌvɔʁt,2
Füsilier,m,Fü·si·lier,fyziˈliːɐ̯,3
Füsilierin,f,Fü·si·lie·rin,,4
Füsillade,f,Fü·sil·la·de,fyziˈjaːdə,4
Fütterung,f,Füt·te·rung,ˈfʏtəʁʊŋ,3
Füßchen,n,Füß·chen,ˈfyːsçən,2
Füßling,m,Füß·ling,ˈfyːslɪŋ,2
G-Dur,n,G-Dur,ˈɡeːˌduːɐ̯,2
G-Jugend,f,G-Ju·gend,ˈɡeːˌjuːɡn̩t,3
G-Punkt,m,G-Punkt,ˈɡeːˌpʊŋkt,2
G-String,fm,G-String,ˈd͡ʒiːstʁɪŋ,2
GIF,n,GIF,,1
GUS,n,GUS,,1
Gabardine,fm,Ga·bar·di·ne,ˈɡabaʁdiːn,4
Gabardineanzug,m,Ga·bar·di·ne·an·zug,,6
Gabardinekostüm,n,Ga·bar·di·ne·kos·tüm,,6
Gabardinemantel,m,Ga·bar·di·ne·man·tel,,6
Gabbro,m,Gab·bro,ˈɡabʁo,2
Gabe,f,Ga·be,ˈɡaːbə,2
Gabel,f,Ga·bel,ˈɡaːbl̩,2
Gabelbissen,m,Ga·bel·bis·sen,ˈɡaːbl̩ˌbɪsn̩,4
Gabelfrühstück,n,Ga·bel·früh·stück,ˈɡaːbl̩ˌfʁyːʃtʏk,4
Gabelrohr,n,Ga·bel·rohr,ˈɡaːbl̩ˌʁoːɐ̯,3
Gabelschlüssel,m,Ga·bel·schlüs·sel,ˈɡaːbl̩ˌʃlʏsl̩,4
Gabelschwanzmöwe,f,Ga·bel·schwanz·mö·we,ˈɡaːbl̩ʃvant͡sˌmøːvə,5
Gabelstapler,m,Ga·bel·stap·ler,ˈɡaːbl̩ˌʃtaːplɐ,4
Gabelstaplerfahrer,m,Ga·bel·stap·ler·fah·rer,ˈɡabl̩ʃtaːplɐˌfaːʁɐ,6
Gabelstaplerfahrerin,f,Ga·bel·stap·ler·fah·re·rin,ˈɡabl̩ʃtaːplɐˌfaːʁəʁɪn,7
Gabelung,f,Ga·be·lung,ˈɡaːbəlʊŋ,3
Gabione,f,Ga·bi·o·ne,ɡaˈbi̯oːnə,4
Gabuner,m,Ga·bu·ner,ɡaˈbuːnɐ,3
Gabunerin,f,Ga·bu·ne·rin,ɡaˈbuːnəʁɪn,4
Gackerl,n,Ga·ckerl,ˈɡakɐl,2
Gackerliese,f,Ga·cker·lie·se,ˈɡakɐˌliːzə,4
Gaden,m,Ga·den,ˈɡaːdn̩,2
Gadolinit,m,Ga·do·li·nit,ɡadoliˈniːt,4
Gadolinium,n,Ga·do·li·ni·um,ɡadoˈliːni̯ʊm,5
Gadulka,f,Ga·dul·ka,ɡaˈdʊlka,3
Gaffel,f,Gaf·fel,ˈɡafl̩,2
Gaffer,m,Gaf·fer|Gaf·fer,ˈɡafɐ,3
Gag,m,Gag,ɡɛk,1
Gagaku,n,Ga·ga·ku,,3
Gagausisch,m,Ga·gau·sisch,ɡaˈɡaʊ̯zɪʃ,3
Gage,fm,Ga·ge,ˈɡaːʒə|ɡɔ̃ːɡ,2
Gahnit,m,Gah·nit,ɡaˈniːt,2
Gainze,f,Gain·ze,,2
Gaisburger Marsch,m,Gais·burg·er,ˈɡaɪ̯sˌbʊʁɡɐ,3
Gala,f,Ga·la,ˈɡaːla,2
Gala-Uniform,f,Ga·la-Uni·form,ˈɡaːlaˌʔʊnifɔʁm,4
Galactose,f,Ga·lac·to·se,ɡalakˈtoːzə,4
Galadiner,n,Ga·la·di·ner,ˈɡaːladiˌneː,4
Galadinner,n,Ga·la·din·ner,ˈɡaːlaˌdɪnɐ,4
Galaempfang,m,Ga·la·emp·fang,ˈɡaːlaʔɛmˌp͡faŋ,4
Galakleid,n,Ga·la·kleid,ˈɡaːlaˌklaɪ̯t,3
Galaktagogum,n,Ga·lak·t·a·go·gum,ɡalaktaˈɡoːɡʊm,6
Galan,m,Ga·lan,ɡaˈlaːn,2
Galanterie,f,Ga·lan·te·rie,ɡalantəˈʁiː,4
Galanteriehandlung,f,Ga·lan·te·rie·hand·lung,ɡalantəˈʁiːˌhandlʊŋ,6
Galanteriewaren,,Ga·lan·te·rie·wa·ren,ɡalantəˈʁiːˌvaːʁən,6
Galater,m,Ga·la·ter,ˈɡaːlatɐ,3
Galaterbrief,m,Ga·la·ter·brief,ˈɡaːlatɐˌbʁiːf,4
Galatisch,f,Ga·la·tisch,ɡaˈlaːtɪʃ,3
Galavorstellung,f,Ga·la·vor·stel·lung,ˈɡaːlaˌfoːɐ̯ʃtɛlʊŋ,5
Galaxie,f,Ga·la·xie,ɡalaˈksiː,3
Galaxiengruppe,f,Ga·la·xi·en·grup·pe,ɡalaˈksiːənˌɡʁʊpə,6
Galaxienhaufen,m,Ga·la·xi·en·hau·fen,ɡalaˈksiːənˌhaʊ̯fn̩,6
Galaxienkannibalismus,m,Ga·la·xi·en·kan·ni·ba·lis·mus,ɡalaˈksiːənkanibaˌlɪsmʊs,9
Galeere,f,Ga·lee·re,ɡaˈleːʁə,3
Galeerensklave,m,Ga·lee·ren·skla·ve,ɡaˈleːʁənˌsklaːvə,5
Galeerensklavin,f,Ga·lee·ren·skla·vin,ɡaˈleːʁənˌsklaːvɪn,5
Galeone,f,Ga·le·o·ne,ɡaleˈoːnə,4
Galerie,f,Ga·le·rie,ɡaləˈʁiː,3
Galeriebesuch,m,Ga·le·rie·be·such,ɡaləˈʁiːbəˌzuːx,5
Galerist,m,Ga·le·rist,ɡaləˈʁɪst,3
Galeristin,f,Ga·le·ris·tin,ɡaləˈʁɪstɪn,4
Galgen,m,Gal·gen,ˈɡalɡn̩,2
Galgenberg,m,Gal·gen·berg,ˈɡalɡn̩ˌbɛʁk,3
Galgenfrist,f,Gal·gen·frist,ˈɡalɡn̩ˌfʁɪst,3
Galgenhumor,m,Gal·gen·hu·mor,ˈɡalɡn̩huˌmoːɐ̯,4
Galgenvogel,m,Gal·gen·vo·gel,ˈɡalɡn̩ˌfoːɡl̩,4
Galicisch,m,Ga·li·cisch,ɡaˈliːt͡sɪʃ,3
Galiläa,fn,Ga·li·läa,ɡaliˈlɛːa,3
Galimathias,mn,Ga·li·ma·thi·as,ɡalimaˈtiːas,5
Galionsfigur,f,Ga·li·ons·fi·gur,ɡaˈli̯oːnsfiˌɡuːɐ̯,5
Gallapfel,m,Gall·ap·fel,ˈɡalˌʔap͡fl̩,3
Gallat,n,Gal·lat,ɡaˈlaːt,2
Galle,f,Gal·le,ˈɡalə,2
Gallenblase,f,Gal·len·bla·se,ˈɡalənˌblaːzə,4
